date,clustering_coefficient
2021-03-06,0.0461538461538461
2020-12-18,0.0483516483516483
2020-11-25,0.0527472527472527
2020-12-26,0.0527472527472527
2020-11-14,0.0549450549450549
2021-03-07,0.0549450549450549
2020-12-28,0.0593406593406593
2021-02-17,0.0615384615384615
2020-05-29,0.0637362637362637
2021-01-29,0.0637362637362637
2020-08-02,0.0681318681318681
2020-11-15,0.0703296703296703
2020-11-17,0.0725274725274725
2020-11-26,0.0725274725274725
2020-12-19,0.0725274725274725
2020-12-27,0.0725274725274725
2021-01-24,0.0725274725274725
2021-02-09,0.0725274725274725
2021-02-19,0.0725274725274725
2020-11-08,0.0747252747252747
2020-12-25,0.0747252747252747
2021-02-16,0.0747252747252747
2021-02-20,0.0769230769230769
2021-02-26,0.0769230769230769
2021-02-27,0.0769230769230769
2021-03-04,0.0769230769230769
2021-02-10,0.0791208791208791
2021-02-18,0.0791208791208791
2020-11-16,0.0813186813186813
2021-02-24,0.0813186813186813
2021-02-25,0.0813186813186813
2020-11-27,0.0835164835164835
2020-12-24,0.0835164835164835
2021-01-25,0.0835164835164835
2021-01-28,0.0835164835164835
2020-07-17,0.0857142857142857
2021-02-08,0.0857142857142857
2021-02-28,0.0857142857142857
2021-03-08,0.0857142857142857
2020-06-05,0.0879120879120879
2020-06-06,0.0879120879120879
2020-11-24,0.0879120879120879
2020-12-14,0.0879120879120879
2020-12-23,0.0879120879120879
2021-03-05,0.0879120879120879
2021-03-11,0.0879120879120879
2020-05-16,0.0901098901098901
2020-11-11,0.0901098901098901
2021-01-05,0.0901098901098901
2021-01-26,0.0901098901098901
