date,clustering_coefficient
2020-07-15,0.0
2020-07-19,0.0
2020-10-29,0.0
2020-11-11,0.0
2020-11-13,0.0
2020-11-16,0.0
2020-11-17,0.0
2020-11-18,0.0
2020-11-21,0.0
2020-11-29,0.0
2021-01-18,0.0
2021-02-07,0.0
2021-02-08,0.0
2021-02-09,0.0
2021-02-11,0.0
2021-02-12,0.0
2021-02-13,0.0
2021-02-18,0.0
2021-02-19,0.0
2021-02-27,0.0
2021-03-01,0.0
2021-03-02,0.0
2021-03-03,0.0
2021-03-04,0.0
2021-03-05,0.0
2021-03-06,0.0
2021-03-07,0.0
2021-03-08,0.0
2021-03-09,0.0
2021-03-10,0.0
2021-03-11,0.0
2021-03-12,0.0
2021-03-13,0.0
2021-03-14,0.0
2021-03-15,0.0
2021-03-16,0.0
2020-07-09,0.0021978021978021
2020-07-17,0.0021978021978021
2020-07-18,0.0021978021978021
2020-07-20,0.0021978021978021
2020-10-26,0.0021978021978021
2020-10-27,0.0021978021978021
2020-10-28,0.0021978021978021
2020-11-15,0.0021978021978021
2020-11-19,0.0021978021978021
2020-11-20,0.0021978021978021
2020-11-23,0.0021978021978021
2020-11-26,0.0021978021978021
2020-11-27,0.0021978021978021
2020-11-28,0.0021978021978021
